id,PassedStepsPart,CostablePercentage,ScoredUnscoredRatio,Score,AveragePassingTime,AverageIdlingTime,SkippedPersentage,TimeDeviation,ScoreDeviation,EventsCount,WorkDaysPercentage,DayAverage,MaxIdleDays,MaxVisitingDays,AverageDayPart,passed
546,0.374648,0.172932,0.052273,0.268908,0.318391,0.640846,0.000000,-0.438180,-0.448096,0.075700,0.500000,0.069722,0.285714,0.285714,0.250139,1
547,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
548,0.050704,0.111111,0.031250,0.016807,0.001857,0.000657,0.000000,-0.282052,-0.311653,0.009504,1.000000,0.061433,0.000000,0.071429,0.006134,0
549,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
550,0.053521,0.105263,0.029412,0.016807,0.002133,1.000000,0.000000,-0.323298,-0.500000,0.014583,0.500000,0.052901,0.142857,0.071429,0.171019,0
551,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.187620,-0.500000,0.002786,0.888889,0.003413,0.071429,0.500000,0.160677,0
552,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
553,0.019718,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.451984,-0.500000,0.003605,0.400000,0.013652,0.214286,0.071429,0.121730,0
554,0.290141,0.155340,0.045977,0.159664,0.067752,0.627026,0.205882,0.348812,0.325879,0.077831,0.571429,0.108362,0.214286,0.214286,0.309633,0
555,0.357746,0.259843,0.087766,0.411765,1.000000,0.463839,0.333333,-0.245966,-0.246789,0.082091,0.909091,0.049147,0.071429,0.642857,0.229876,0
556,0.298592,0.179245,0.054598,0.210084,0.029241,0.230370,0.000000,0.391106,0.372004,0.066689,0.600000,0.043989,0.285714,0.500000,0.209428,0
557,0.245070,0.183908,0.056338,0.159664,1.000000,1.000000,0.754930,-0.330379,-0.439249,0.052761,0.888889,0.044369,0.071429,0.357143,0.269876,0
558,0.225352,0.200000,0.062500,0.159664,0.029641,0.259001,0.012346,-0.487195,-0.500000,0.067016,1.000000,0.065529,0.000000,0.357143,0.182005,1
559,0.754930,0.179104,0.054545,0.613445,0.609702,0.382041,0.000000,-0.490326,-0.495166,0.155497,0.428571,0.164391,0.571429,0.357143,0.499570,0
560,0.219718,0.000000,0.000000,0.000000,1.000000,0.121896,0.682482,0.329979,0.334509,0.043421,0.571429,0.075939,0.214286,0.142857,0.230799,0
561,0.160563,0.157895,0.046875,0.075630,0.038524,1.000000,0.000000,-0.418098,-0.447225,0.044896,0.230769,0.079636,0.500000,0.071429,0.047122,0
562,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
564,0.121127,0.093023,0.025641,0.033613,0.001479,0.001873,0.148148,-0.177349,-0.244358,0.025561,1.000000,0.156997,0.000000,0.071429,0.033206,0
565,0.008451,0.000000,0.000000,0.000000,1.000000,0.006918,0.000000,-0.302238,-0.500000,0.001802,1.000000,0.010239,0.000000,0.071429,0.010023,0
566,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
567,0.430986,0.176471,0.053571,0.336134,0.801431,0.684914,0.006494,-0.032726,-0.093578,0.125512,0.750000,0.076602,0.142857,0.357143,0.299186,1
568,0.163380,0.000000,0.000000,0.000000,1.000000,0.000904,0.528662,-0.174059,-0.152382,0.034245,1.000000,0.252560,0.000000,0.071429,0.339410,0
569,0.042254,0.133333,0.038462,0.016807,0.005228,0.096813,0.400000,0.447957,0.431598,0.009667,1.000000,0.051195,0.000000,0.071429,0.408576,1
570,0.363380,0.108527,0.030435,0.184874,0.399136,0.659113,0.162338,-0.028254,-0.060369,0.095199,0.500000,0.127645,0.357143,0.214286,0.274046,1
571,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
572,0.053521,0.105263,0.029412,0.016807,0.001926,1.000000,0.050000,-0.403558,-0.500000,0.014911,0.866667,0.008139,0.071429,0.428571,0.103216,0
574,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,-0.071429,-0.500000,0.000819,1.000000,0.006826,0.000000,0.071429,0.000197,0
575,0.200000,0.126761,0.036290,0.075630,0.022916,0.515712,0.000000,-0.496477,-0.500000,0.050631,0.384615,0.059386,0.500000,0.214286,0.031961,0
577,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
579,0.301408,0.168224,0.050562,0.184874,1.000000,0.875358,0.692958,-0.182721,-0.216610,0.066689,0.666667,0.072810,0.142857,0.214286,0.160457,0
580,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.177111,-0.500000,0.000819,0.750000,0.003413,0.071429,0.142857,0.000000,0
581,0.149296,0.094340,0.026042,0.042017,0.003357,0.491410,0.397727,-0.232233,-0.240389,0.033918,0.750000,0.035836,0.142857,0.214286,0.084491,1
582,0.005634,0.000000,0.000000,0.000000,1.000000,0.001087,0.000000,-0.342271,-0.500000,0.001639,1.000000,0.006826,0.000000,0.071429,0.002315,0
584,0.309859,0.100000,0.027778,0.134454,0.007917,0.384195,0.222222,0.003700,-0.081253,0.072587,0.428571,0.071672,0.357143,0.142857,0.132247,0
585,0.014085,0.000000,0.000000,0.000000,1.000000,0.029620,0.000000,0.366982,0.295659,0.004096,1.000000,0.017065,0.000000,0.071429,0.166065,0
586,0.138028,0.102041,0.028409,0.042017,0.003990,0.424714,0.463918,-0.387129,-0.441404,0.028019,0.300000,0.061433,0.285714,0.071429,0.015795,1
588,0.115493,0.073171,0.019737,0.025210,0.007751,1.000000,0.000000,-0.251663,-0.328575,0.028347,0.500000,0.044369,0.285714,0.142857,0.104983,0
590,0.552113,0.158163,0.046970,0.378151,0.940872,0.415221,0.366771,-0.495979,-0.500000,0.140423,0.642857,0.091771,0.357143,0.500000,0.311786,0
591,0.084507,0.066667,0.017857,0.016807,0.001720,0.000320,0.625000,-0.117349,-0.236029,0.018188,1.000000,0.122867,0.000000,0.071429,0.009340,0
592,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
593,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.571429,-0.399477,-0.500000,0.001639,1.000000,0.006826,0.000000,0.142857,0.005017,0
594,0.152113,0.166667,0.050000,0.075630,0.905756,0.261946,0.000000,-0.494741,-0.500000,0.032607,0.571429,0.049488,0.214286,0.214286,0.051528,0
595,0.123944,0.090909,0.025000,0.033613,0.005503,0.161346,0.078431,0.063334,0.041362,0.033754,1.000000,0.020478,0.000000,0.642857,0.286953,0
597,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
599,0.002817,0.000000,0.000000,0.000000,1.000000,0.001331,0.000000,-0.247664,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.001863,0
600,0.261972,0.172043,0.051948,0.151261,1.000000,1.000000,0.010309,-0.429600,-0.479610,0.091594,0.600000,0.064846,0.214286,0.357143,0.385221,0
601,0.045070,0.000000,0.000000,0.000000,1.000000,1.000000,0.738462,-0.363404,-0.358994,0.008029,1.000000,0.058020,0.000000,0.071429,0.011690,0
602,0.005634,0.000000,0.000000,0.000000,1.000000,0.000645,0.000000,0.051724,-0.027027,0.001147,1.000000,0.006826,0.000000,0.071429,0.000903,0
603,0.002817,0.000000,0.000000,0.000000,1.000000,0.001257,0.000000,-0.250000,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.001759,0
604,0.538028,0.172775,0.052215,0.411765,0.743337,0.618879,0.000000,0.042928,0.034659,0.126004,0.600000,0.088737,0.285714,0.500000,0.183944,0
605,0.090141,0.093750,0.025862,0.025210,0.003027,0.000409,0.000000,0.186436,0.164799,0.017532,1.000000,0.112628,0.000000,0.071429,0.005856,0
606,0.005634,0.000000,0.000000,0.000000,1.000000,0.000496,0.000000,-0.088235,-0.231707,0.001147,1.000000,0.006826,0.000000,0.071429,0.000694,0
608,0.230986,0.195122,0.060606,0.159664,0.040020,0.284820,0.000000,-0.494106,-0.500000,0.051778,0.545455,0.051763,0.214286,0.214286,0.163547,0
609,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
610,0.154930,0.090909,0.025000,0.042017,0.002779,0.238014,0.276316,-0.360134,-0.366731,0.044404,1.000000,0.053754,0.000000,0.285714,0.488643,0
612,0.053521,0.105263,0.029412,0.016807,0.004884,0.000877,0.136364,-0.276231,-0.256582,0.012289,1.000000,0.064846,0.000000,0.071429,0.019734,0
614,0.754930,0.182836,0.055936,0.638655,0.055031,0.127073,0.000000,0.165033,0.177838,0.151893,0.636364,0.133593,0.285714,0.428571,0.253151,1
615,0.397183,0.070922,0.019084,0.117647,0.928372,0.484002,0.531447,-0.191095,-0.212020,0.128298,0.636364,0.095076,0.142857,0.357143,0.290992,1
616,0.109859,0.179487,0.054687,0.058824,0.011498,0.033225,0.801619,-0.415711,-0.431745,0.029002,0.571429,0.042662,0.214286,0.214286,0.057364,0
618,0.383099,0.154412,0.045652,0.235294,1.000000,0.685622,0.028369,-0.143222,-0.216271,0.089464,0.750000,0.062950,0.142857,0.285714,0.089811,0
619,0.025352,0.000000,0.000000,0.000000,1.000000,0.002431,0.100000,-0.166459,-0.263571,0.004752,1.000000,0.030717,0.000000,0.071429,0.007500,0
621,0.309859,0.072727,0.019608,0.084034,0.070289,0.205047,0.665698,-0.235005,-0.283661,0.083893,0.750000,0.076223,0.142857,0.285714,0.072203,0
622,0.067606,0.125000,0.035714,0.025210,0.004219,0.001118,0.142857,-0.102335,-0.133837,0.013272,1.000000,0.081911,0.000000,0.071429,0.007014,0
623,0.016901,0.000000,0.000000,0.000000,1.000000,0.000149,0.977444,-0.025773,-0.090909,0.003441,1.000000,0.020478,0.000000,0.071429,0.000775,0
624,0.025352,0.000000,0.000000,0.000000,1.000000,0.000380,0.000000,-0.000784,0.019576,0.004752,1.000000,0.030717,0.000000,0.071429,0.004016,0
626,0.067606,0.041667,0.010870,0.008403,0.000688,0.389705,0.718750,-0.483006,-0.500000,0.014911,0.600000,0.032992,0.142857,0.142857,0.009726,0
627,0.090141,0.093750,0.025862,0.025210,0.021051,0.307609,0.000000,0.309583,0.246629,0.021793,0.333333,0.058020,0.285714,0.071429,0.053877,0
628,0.061972,0.090909,0.025000,0.016807,0.001238,0.006854,0.000000,-0.481721,-0.500000,0.011797,1.000000,0.075085,0.000000,0.071429,0.049757,0
629,0.214085,0.157895,0.046875,0.109244,0.016006,0.621050,0.012658,-0.244296,-0.252331,0.045060,0.285714,0.071672,0.428571,0.142857,0.068762,0
630,0.092958,0.090909,0.025000,0.025210,0.001789,0.005065,0.000000,-0.469196,-0.459957,0.021793,0.500000,0.058020,0.142857,0.071429,0.249740,0
633,0.160563,0.157895,0.046875,0.075630,0.010915,0.070045,0.194444,-0.353577,-0.371654,0.030968,0.800000,0.050341,0.071429,0.142857,0.086502,0
635,0.197183,0.100000,0.027778,0.058824,0.382527,0.818984,0.000000,-0.350956,-0.430580,0.054072,0.666667,0.079352,0.142857,0.214286,0.158044,0
636,0.616901,0.182648,0.055866,0.504202,1.000000,1.000000,0.004545,0.062723,0.010596,0.156808,1.000000,0.075329,0.000000,1.000000,0.413094,1
637,0.622535,0.180995,0.055249,0.504202,0.193033,0.502898,0.000000,-0.209853,-0.255504,0.127478,0.642857,0.092150,0.214286,0.428571,0.232069,1
639,0.022535,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.196927,-0.196927,0.003932,1.000000,0.027304,0.000000,0.071429,0.007569,0
640,0.267606,0.200000,0.062500,0.201681,1.000000,0.430777,0.030612,-0.115695,-0.085599,0.074226,0.555556,0.079863,0.214286,0.142857,0.154257,0
641,0.157746,0.089286,0.024510,0.042017,0.008365,0.001589,0.111111,-0.305976,-0.317690,0.036376,1.000000,0.191126,0.000000,0.071429,0.092546,1
642,0.540845,0.166667,0.050000,0.394958,1.000000,0.764634,0.444759,0.228567,0.192527,0.135016,0.666667,0.079863,0.285714,0.357143,0.458125,1
643,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,0.021739,0.021739,0.000983,1.000000,0.006826,0.000000,0.071429,0.000266,0
644,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.294116,-0.500000,0.000819,0.272727,0.003413,0.571429,0.142857,0.000000,0
646,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
647,0.005634,0.000000,0.000000,0.000000,1.000000,0.000091,0.000000,-0.269231,-0.500000,0.001147,1.000000,0.006826,0.000000,0.071429,0.000197,0
648,0.016901,0.000000,0.000000,0.000000,1.000000,0.000008,0.142857,-0.154526,-0.154422,0.002949,1.000000,0.020478,0.000000,0.071429,0.009387,0
649,0.005634,0.000000,0.000000,0.000000,1.000000,0.001732,0.666667,-0.118807,-0.500000,0.001639,1.000000,0.010239,0.000000,0.071429,0.002488,0
650,0.045070,0.125000,0.035714,0.016807,0.020707,0.002567,0.111111,-0.146867,-0.162219,0.011306,1.000000,0.054608,0.000000,0.071429,0.013750,0
651,0.033803,0.166667,0.050000,0.016807,0.018024,1.000000,0.294118,0.215141,0.084357,0.009176,0.333333,0.025597,0.285714,0.071429,0.020671,0
652,0.126761,0.111111,0.031250,0.042017,0.006824,1.000000,0.150943,-0.412414,-0.473869,0.029002,0.555556,0.045051,0.214286,0.214286,0.121817,0
653,0.002817,0.000000,0.000000,0.000000,1.000000,0.038578,0.000000,-0.249920,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.053993,0
654,0.005634,0.000000,0.000000,0.000000,1.000000,0.000041,0.000000,-0.166667,-0.500000,0.001147,1.000000,0.006826,0.000000,0.071429,0.000058,0
655,0.408451,0.186207,0.057203,0.336134,1.000000,1.000000,0.215054,-0.102470,-0.149524,0.092250,0.733333,0.063295,0.285714,0.642857,0.386420,0
656,0.081690,0.103448,0.028846,0.025210,0.001651,0.000356,0.090909,-0.000148,-0.083136,0.016713,1.000000,0.102389,0.000000,0.071429,0.019248,0
657,0.523944,0.150538,0.044304,0.369748,0.119405,1.000000,0.000000,-0.227756,-0.310580,0.116009,0.500000,0.127255,0.428571,0.214286,0.299010,0
659,0.363380,0.108527,0.030435,0.184874,0.041187,0.160080,0.162338,0.053629,-0.035649,0.084385,0.454545,0.094198,0.428571,0.285714,0.402632,1
660,0.619718,0.177273,0.053867,0.512605,1.000000,0.515213,0.072874,-0.250040,-0.265841,0.172210,0.800000,0.079920,0.142857,0.428571,0.121734,0
661,0.749296,0.184211,0.056452,0.630252,0.348909,0.831179,0.247887,-0.038678,-0.103001,0.173194,0.800000,0.131826,0.142857,0.428571,0.469304,0
662,0.095775,0.117647,0.033333,0.033613,0.004884,0.000761,0.000000,-0.108069,-0.142858,0.018024,1.000000,0.116041,0.000000,0.071429,0.082963,0
663,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
665,0.005634,0.500000,0.250000,0.008403,0.000826,0.000234,0.700000,-0.380137,-0.500000,0.001966,1.000000,0.010239,0.000000,0.071429,0.000799,0
666,0.490141,0.178161,0.054196,0.378151,1.000000,0.858834,0.501408,-0.189107,-0.215972,0.120269,0.615385,0.089590,0.357143,0.285714,0.288003,1
669,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
670,0.016901,0.333333,0.125000,0.016807,0.000826,0.000813,0.740741,-0.044171,0.069444,0.005079,1.000000,0.023891,0.000000,0.071429,0.004537,1
671,0.126761,0.155556,0.046053,0.058824,0.004049,0.449807,0.000000,0.283865,0.246488,0.026053,0.666667,0.081911,0.071429,0.071429,0.172054,0
672,0.070423,0.000000,0.000000,0.000000,1.000000,0.002202,0.849462,-0.083123,-0.060013,0.015730,0.181818,0.047782,0.642857,0.071429,0.036696,0
675,0.008451,0.000000,0.000000,0.000000,1.000000,0.013819,0.000000,0.193226,0.160917,0.001639,1.000000,0.010239,0.000000,0.071429,0.020035,0
677,0.256338,0.142857,0.041667,0.126050,1.000000,1.000000,0.000000,-0.179277,-0.246950,0.063411,0.533333,0.062713,0.214286,0.285714,0.098613,0
678,0.011268,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.399574,-0.500000,0.002786,1.000000,0.005973,0.000000,0.285714,0.243762,0
679,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
680,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
681,0.011268,0.000000,0.000000,0.000000,1.000000,0.000571,0.818182,-0.076029,-0.137624,0.002130,1.000000,0.013652,0.000000,0.071429,0.003750,0
682,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.166667,0.000000,0.000492,0.666667,0.003413,0.071429,0.071429,0.000000,0
683,0.284507,0.178218,0.054217,0.184874,0.475526,0.355007,0.294521,-0.299549,-0.318633,0.067999,0.888889,0.047355,0.071429,0.428571,0.282601,0
684,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
685,0.002817,0.000000,0.000000,0.000000,1.000000,0.002580,0.000000,-0.250000,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.003611,0
686,0.042254,0.000000,0.000000,0.000000,1.000000,0.000306,0.000000,-0.383388,-0.500000,0.009340,1.000000,0.054608,0.000000,0.071429,0.000637,0
687,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
688,0.028169,0.000000,0.000000,0.000000,1.000000,0.000984,0.333333,0.095332,0.042225,0.005571,1.000000,0.034130,0.000000,0.071429,0.012222,0
689,0.400000,0.154930,0.045833,0.268908,0.098843,0.397703,0.130952,-0.129278,-0.129495,0.085368,0.727273,0.067406,0.214286,0.428571,0.288475,0
690,0.090141,0.093750,0.025862,0.025210,0.107225,0.625589,0.750000,-0.201266,-0.149546,0.037850,0.555556,0.033447,0.285714,0.214286,0.229782,0
691,0.250704,0.157303,0.046667,0.134454,1.000000,1.000000,0.132075,0.361644,0.339112,0.078322,0.400000,0.072241,0.428571,0.214286,0.318065,0
693,0.002817,0.000000,0.000000,0.000000,1.000000,0.000079,0.700000,-0.055556,-0.500000,0.001475,1.000000,0.010239,0.000000,0.071429,0.000417,0
695,0.090141,0.093750,0.025862,0.025210,0.000826,0.041273,0.000000,-0.492039,-0.500000,0.021465,1.000000,0.058020,0.000000,0.142857,0.144294,0
696,0.129577,0.108696,0.030488,0.042017,0.010842,0.018904,0.545455,-0.433548,-0.434376,0.029821,0.142857,0.085324,0.857143,0.071429,0.103767,0
697,0.157746,0.000000,0.000000,0.000000,1.000000,1.000000,0.621762,-0.112104,-0.124423,0.043585,0.222222,0.143345,0.500000,0.071429,0.022720,0
698,0.929577,0.200000,0.062500,0.857143,0.854671,0.802251,0.061972,-0.078417,-0.187587,0.250533,1.000000,0.095563,0.000000,1.071429,0.251899,1
699,0.090141,0.093750,0.025862,0.025210,0.002843,0.578555,0.000000,0.268356,0.245522,0.020154,0.166667,0.058020,0.714286,0.071429,0.089190,0
700,0.014085,0.000000,0.000000,0.000000,1.000000,0.001057,0.763158,-0.399759,-0.500000,0.004752,1.000000,0.030717,0.000000,0.071429,0.020174,0
701,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
702,0.132394,0.148936,0.043750,0.058824,0.007253,0.196487,0.076923,-0.483765,-0.497335,0.029330,0.800000,0.043515,0.071429,0.214286,0.130281,0
703,0.264789,0.170213,0.051282,0.159664,0.050829,0.050678,0.000000,-0.387467,-0.354264,0.082582,1.000000,0.172355,0.000000,0.142857,0.125764,0
704,0.239437,0.282353,0.098361,0.285714,1.000000,0.311431,0.362963,-0.360912,-0.355567,0.055874,0.600000,0.037543,0.428571,0.500000,0.094078,0
705,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.956522,0.055556,0.055556,0.000983,1.000000,0.006826,0.000000,0.071429,0.000104,0
707,0.704225,0.164000,0.049043,0.495798,0.119592,0.171615,0.052045,-0.494545,-0.500000,0.153859,0.500000,0.177474,0.357143,0.285714,0.427009,0
709,0.129577,0.152174,0.044872,0.058824,0.003656,0.085781,0.000000,-0.082456,-0.108491,0.026708,0.666667,0.080205,0.071429,0.071429,0.010417,0
710,0.253521,0.100000,0.027778,0.100840,0.007705,0.173235,0.412903,-0.116595,-0.179946,0.053744,0.400000,0.054039,0.357143,0.142857,0.087681,1
711,0.005634,0.000000,0.000000,0.000000,1.000000,0.000041,0.375000,-0.100000,-0.500000,0.002130,1.000000,0.017065,0.000000,0.071429,0.000231,0
712,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.200000,0.015625,0.111111,0.001802,1.000000,0.013652,0.000000,0.071429,0.000162,0
715,0.005634,0.000000,0.000000,0.000000,1.000000,0.000066,0.982036,0.126728,-0.074468,0.001475,1.000000,0.010239,0.000000,0.071429,0.000637,0
716,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
717,0.197183,0.114286,0.032258,0.067227,0.679982,0.706748,0.037975,-0.492396,-0.500000,0.052106,0.375000,0.101251,0.357143,0.142857,0.378380,0
718,0.149296,0.169811,0.051136,0.075630,0.015639,0.272278,0.000000,-0.364595,-0.367026,0.030477,0.600000,0.062571,0.142857,0.142857,0.030586,0
719,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.081818,-0.081818,0.001475,1.000000,0.010239,0.000000,0.071429,0.000532,0
720,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.130000,0.500000,0.001311,1.000000,0.010239,0.000000,0.071429,0.000868,0
721,0.211268,0.146667,0.042969,0.100840,0.048117,0.144958,0.000000,-0.424949,-0.436316,0.047681,0.545455,0.045506,0.357143,0.285714,0.332450,0
722,0.076056,0.407407,0.171875,0.100840,0.057123,0.117140,0.597222,0.020650,0.066925,0.021137,1.000000,0.051195,0.000000,0.142857,0.503003,0
723,0.115493,0.073171,0.019737,0.025210,0.005137,0.742740,0.000000,-0.367098,-0.451108,0.029658,0.333333,0.083618,0.285714,0.071429,0.018171,0
724,0.250704,0.179775,0.054795,0.159664,1.000000,1.000000,0.393333,-0.146677,-0.205569,0.074062,1.000000,0.037770,0.000000,1.071429,0.156816,0
725,0.005634,0.500000,0.250000,0.008403,0.001101,0.000426,0.700000,0.226623,-0.124490,0.002458,1.000000,0.010239,0.000000,0.071429,0.003553,0
726,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
727,0.121127,0.116279,0.032895,0.042017,0.004100,0.000622,0.000000,-0.157708,-0.178760,0.025233,1.000000,0.153584,0.000000,0.071429,0.052558,0
729,0.016901,0.000000,0.000000,0.000000,1.000000,0.000098,0.000000,0.309524,0.228814,0.003769,1.000000,0.020478,0.000000,0.071429,0.000370,0
730,0.416901,0.101351,0.028195,0.201681,0.061767,1.000000,0.167598,0.085788,-0.032853,0.109946,0.533333,0.102816,0.285714,0.142857,0.174514,0
731,0.154930,0.090909,0.025000,0.042017,0.003742,0.395299,0.179104,0.395088,0.389151,0.034901,0.166667,0.095563,0.714286,0.071429,0.103611,0
732,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
733,0.735211,0.172414,0.052083,0.554622,0.054108,0.332157,0.173375,-0.427054,-0.432583,0.151729,0.533333,0.120734,0.500000,0.428571,0.161929,1
734,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.600000,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000208,0
735,0.033803,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.478168,-0.500000,0.008357,0.307692,0.022184,0.500000,0.071429,0.001137,0
736,0.138028,0.142857,0.041667,0.058824,0.015449,0.090905,0.000000,-0.323417,-0.343193,0.047681,1.000000,0.167235,0.000000,0.071429,0.416701,0
737,0.076056,0.074074,0.020000,0.016807,0.001032,0.062034,0.000000,-0.479064,-0.500000,0.015730,1.000000,0.095563,0.000000,0.071429,0.537581,0
738,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.992620,0.000001,0.000001,0.000983,0.181818,0.003413,0.642857,0.071429,0.000000,0
739,0.056338,0.150000,0.044118,0.025210,0.001513,0.091178,0.000000,0.382043,0.346961,0.012781,1.000000,0.040956,0.000000,0.142857,0.317367,0
741,0.005634,0.000000,0.000000,0.000000,1.000000,0.002026,0.000000,-0.310888,-0.500000,0.001639,1.000000,0.006826,0.000000,0.071429,0.002836,0
742,0.095775,0.117647,0.033333,0.033613,0.012589,1.000000,0.000000,0.021614,-0.009703,0.019662,0.200000,0.040956,0.857143,0.142857,0.101647,0
743,0.016901,0.000000,0.000000,0.000000,1.000000,0.000008,0.142857,0.075000,0.115385,0.002949,1.000000,0.020478,0.000000,0.071429,0.000069,0
744,0.011268,0.000000,0.000000,0.000000,1.000000,0.000124,0.692308,0.242489,0.218310,0.002130,1.000000,0.013652,0.000000,0.071429,0.003241,0
745,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,-0.286986,-0.500000,0.000983,1.000000,0.003413,0.000000,0.214286,0.157296,0
747,0.076056,0.148148,0.043478,0.033613,0.008221,1.000000,0.000000,-0.447018,-0.500000,0.017041,0.545455,0.020478,0.285714,0.214286,0.007824,0
748,0.019718,0.000000,0.000000,0.000000,1.000000,0.759674,0.000000,-0.427921,-0.500000,0.003769,0.666667,0.013652,0.071429,0.071429,0.485654,0
749,0.045070,0.000000,0.000000,0.000000,1.000000,0.000476,0.000000,-0.188332,-0.345355,0.009504,1.000000,0.061433,0.000000,0.071429,0.004641,0
752,0.070423,0.080000,0.021739,0.016807,0.011970,0.003253,0.000000,0.015108,-0.016277,0.013928,1.000000,0.085324,0.000000,0.071429,0.023287,0
753,0.307042,0.183486,0.056180,0.218487,1.000000,0.664399,0.205479,-0.254682,-0.267731,0.112404,1.000000,0.050574,0.000000,0.785714,0.195314,0
754,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.004854,0.004854,0.000983,1.000000,0.006826,0.000000,0.071429,0.001192,0
755,0.447887,0.157233,0.046642,0.277311,0.818106,0.224956,0.018293,-0.424713,-0.425204,0.149599,1.000000,0.087031,0.000000,0.571429,0.298861,0
